"Abteilung","Suchbegriff","Suchhäufigkeit","ASIN","Nr. 1 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 2 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 3 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","adventskalender schminke","99.3","B01BESF5O2","Nici 39169 - Adventskalender mit Ayumi Kosmetik befüllt, bunt","13.55","14.38","B01HEH5B6E","Shopping Queen Beauty Adventskalender 2016, 1er Pack (1 x 24 Stück)","11.63","5.27","B0119NI5SU","BriConti Beauty Adventskalender 2016, 1er Pack","7.94","9.81","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","braun","99.3","B00LZSPM0Y","Braun Series 9 9090cc elektrischer Rasierer mit Reinigungsstation silber","22.21","1.82","B00NVMIO02","Braun IRT6520 Thermo Scan 7 Infrarot Ohrthermometer","20.33","19.04","B00WEQUY2M","Braun CleanundCharge Reinigungskartuschen (Promo-Pack 4 + 1 gratis für die Reinigungsstation und für Braun Series 3-9 Elektrorasierer)","5.67","10.13","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","essence adventskalender","99.3","B01L06SWZW","Essie Adventskalender 2016, 1er Pack (1 x 24 Stück)","13.2","1.07","B01HEH5B6E","Shopping Queen Beauty Adventskalender 2016, 1er Pack (1 x 24 Stück)","11.02","2.95","B01HEH5C40","Boulevard de Beauté Nail Adventskalender 2016, 1er Pack (1 x 24 Stück)","7.57","0.73","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","faber castell","99.3","B0030GCL6M","Faber-Castell 110086 - Art & Graphic Collection Holzkoffer","12.75","10.71","B0007OECMQ","Faber-Castell 112435 Buntstifte Colour Grip 2001, 36er Metalletui","10.32","3.72","B003TO8L4G","Faber-Castell 115846 - Buntstifte Classic Colour, 36er Metalletui","7.57","2.24","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","garmin fenix 3","99.3","B01GG0C2D0","Garmin fenix 3 HR GPS-Multisport-Smartwatch - Herzfrequenzmessung am Handgelenk, zahlreiche Navigations- & Sportfunktionen, GPS/GLONASS","35.57","1.26","B00S9G2RRQ","Garmin fenix 3 GPS-Multisport Uhr (hochwertiges Design, zahlreiche Navigations & Sportfunktionen, GPS/GLONASS)","29.98","23.5","B00S9G5KKM","Garmin fenix 3 GPS-Multisport Uhr (hochwertiges Design, zahlreiche Navigations & Sportfunktionen, GPS/GLONASS)","8.87","7.05","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","house of cards","99.3","B01DT5X4RI","House of Cards - Die komplette vierte Season (4 Discs)","32.4","7.99","B00R8VCHFU","House of Cards - Die komplette erste Season [4 DVDs]","24.78","9.14","B00TZZQ3TS","House of Cards - Die komplette dritte Season [4 DVDs]","11.81","4.97","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kinder tablet","99.3","B018Y22DJG","Fire Kids Edition-Tablet, 17,8 cm (7 Zoll) Display, WLAN, 16 GB, Blau Kindgerechte Schutzhülle","27.58","19.22","B018Y22JH2","Fire Kids Edition-Tablet, 17,8 cm (7 Zoll) Display, WLAN, 16 GB, Pink Kindgerechte Schutzhülle","18.21","18.17","B00ZDWLEEG","Fire-Tablet, 17,7 cm (7 Zoll) Display, WLAN, 8 GB (Schwarz) - mit Spezialangeboten","7.83","0.08","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","luftmatratze","99.3","B000QEDIL8","Intex 68950 - Luftbett 191 x 76 x 22 cm","20.59","13.2","B01CZNNJ7A","","11.81","0","B0051OLNAG","Milestone Camping Aufblasbare Luftmatratze mit Beflockung - Blau","5.61","9.91","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","luftreiniger","99.3","B00JDFNUJ6","Philips Luftreiniger AC4072/11 mit hocheffizientem HEPA-Kombifilter für Wohnung und Büro","18.38","1.88","B00UWVIXSI","Rowenta Luftreiniger Intense Pure Air XL, weiß, PU6020","8.26","10.51","B01C90JO7S","Dyson Pure Cool Link Turm-Luftreiniger und Ventilator (speziell für Allergiker, HEPA-Filter, App-Steuerung) weiß","7.69","4.93","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","michael kors","99.3","B00IM5JANS","Michael Kors Damen, Shopper, sutton medium, schwarz, einheitsgröße","8.97","0","B00MKB51YW","Michael Kors Selma Saffiano Leather Medium Satchel 30S3GLMS2L Damen Henkeltaschen 33x20x10 cm (B x H x T), Braun (Dark Khaki 185)","4.41","0","B017YTY3BQ","","4.09","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","mini kühlschrank","99.3","B00B6VIIL0","Mobicool F16 Minikühlschrank 230 Volt [Energieklasse A++] rot","20.87","8.64","B00K8O20N8","Bomann KB 389 Mini-Kühlschrank / A++ / 51 cm Höhe / 84 kWh/Jahr / regelbarer Thermostat / Kühlmittel R600a / weiß","15.4","24.11","B000OLTWYU","CocaCola 525600 Mini-Kühlschrank / 47,7 cm Höhe / 12/230 Volt / rot","11.97","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","mondkalender 2017","99.3","3809436089","Mondkalender 2017","17.62","9.92","3442318831","Das Mondjahr 2017: Der farbige Taschenkalender","8.8","5.76","3517094498","Der Mond 2017 Textabreißkalender","5.96","4.95","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","nintendo classic","99.3","B01IFJEWTM","Nintendo Classic Mini: Nintendo Entertainment System","72.35","0","B01IH5O186","Nintendo Classic Mini: NES-Controller","14.14","0","074401767X","Playing With Power: Nintendo NES Classics","3.91","40.66","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","schachspiel","99.3","B00JR5ZJJG","Albatros 2479 - Holz-Schachspiel Da Vinci, 42 x 42 cm","23.51","9.4","B000GLKL66","Albatros Holz-Schachspiel ROYAL - Feldgröße: 36 x 36 mm","18.23","11.48","B00JR5KOZ0","Albatros 2478 - Holz-Schachspiel Castilla, 42 x 42 cm","8.36","6.52","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","tischkalender","99.3","3731821001","Tischquerkalender Classic Colourlux blau 2017","18.14","14.49","3840779359","Tisch-Querkalender alpha argentum 2017 -  Tischkalender / Bürokalender (29,7 x 13,5) - 1 Woche 2 Seiten - silber","6.13","8.64","3848515849","Lass dich nicht stressen 2017: Tischkalender mit Wochenkalendarium","5.76","2.25","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","touchscreen handschuhe","99.3","B004D3L87O","mumbi Touchscreen Handschuhe für kapazitive Displays Grösse L","42.05","12.3","B00GGGD5RW","mumbi Touchscreen Handschuhe für kapazitive Displays Grösse S in rosa","6.95","0","B00GGGD74I","mumbi Touchscreen Handschuhe für kapazitive Displays Grösse M in rosa","6.23","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","echo dot","99.29","B01K9KZA14","Amazon Echo Dot-Hülle (nur für Echo Dot 2. Generation geeignet), Midnight Leder","71.62","24.92","B01GP0NLPE","Alexa-Sprachfernbedienung für Amazon Echo und Echo Dot","7.07","0.22","B01N0ET58G","","5.09","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kindergartenfreundebuch","99.29","B00VV58OKQ","Meine Kindergarten-Freunde (Prinzessin)","3.48","1.99","B006G786MK","Meine Kindergarten-Freunde - Janosch","3.4","1.32","B00VV58OLA","Meine Kindergarten-Freunde (Pirat)","3.38","1.48","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","lego technic","99.29","B01CCT2ZIG","LEGO Technic 42055 - Schaufelradbagger","10.27","4.36","B01CCT2ZLS","LEGO Technic 42054 - CLAAS XERION 5000 TRAC VC","7.01","4.77","B00SDTS2CS","LEGO Technic 42043 - Mercedes-Benz Arocs 3245","6.47","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","lego technik","99.29","B01CCT2ZIG","LEGO Technic 42055 - Schaufelradbagger","7.03","0.69","B01CCT2ZLI","LEGO Technic 42053 - Volvo EW160E","4.74","1.85","B00SDTS2CS","LEGO Technic 42043 - Mercedes-Benz Arocs 3245","4.69","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","minions","99.29","B01076V78K","Minions","7.73","2.79","B00XPTXPB4","Despicable Me - Minions 90325 - LED Lavalampen mit Glitzer - 2 Motive sortiert - einzeln in Blisterpackung 18 x 6 cm, blau/weiß","7.58","3.35","B01CO4M174","BOYZTOYS Minions Ausstechformen, Metallic, 2 Stück","7.42","3.43","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","terminkalender 2017","99.29","3840770017","Buchkalender Balacron schwarz 2017 - Bürokalender A5 / Cheftimer A5 - 1 Tag 1 Seite - 320 Seiten","7.5","2.09","3848515423","Mir reichts, ich geh schaukeln 2017: Terminplaner mit Wochenkalendarium","5.08","0.83","3840770130","Buchkalender Blowballs 2017 - Bürokalender A5 Motiv - 1 Tag 1 Seite - 352 Seiten","4.65","2.31","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","backblech","99.28","B00XBC3T6Q","AmazonBasics Backblech-Set, 3-teilig","27.49","8.39","B003ML8KVK","Axentia Universal Backblech zum Ausziehen, schwarze Kuchenform, 33 bis 52 cm, ideal in jedem Backofen, ob für Pizza oder für kreative Blechkuchen, antihaftbeschichtetes Kuchenblech mit etxtra hohem Rand 2,5 cm, hitzebeständig bis 250°C","17.61","5.16","B0002HP0R4","CHG 98006-47 Pflaumenkuchen-Backblech","9.99","11.97","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bettwäsche 155x220","99.28","B008VOEC5G","Bierbaum 6277_04 Feinbiber-Bettwäsche Dessin 155 x 220 cm + 80 x 80 cm, mokka","9.94","1.45","B008VOEI9G","Bierbaum 4757 Mako-Satin-Bettwäsche Dessin 155 x 220 cm + 80 x 80 cm, rot","6.34","1.06","B018LO8HX8","Bierbaum 6520_13 Mako-Satin-Bettwäsche Dessin 13, 155 x 220 / 80 x 80 cm, silber","4.17","5.16","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","daunenjacke damen","99.28","B01F21473C","","7.34","0","B01DSEH4QM","","5.64","0","B00HGCBA8Q","CMP Damen Daunenjacke","4.89","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fitbit blaze","99.28","B01D062XY6","","66.62","0","B01GHTQSYO","","13.43","0","B019VM3CPW","Fitbit Unisex Fitness Uhr Blaze, Schwarz, L","4.96","4.79","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","gummistiefel","99.28","B003TO51NU","Dunlop Gummistiefel 380 BV DU380BV Herren Stiefel","16.65","0","B003TO51NK","Dunlop Dee Kurzstiefel -Gummistiefel,Regenstiefel, Arbeitsstiefel","6.49","0","B00V5SISVY","Tom Joule Wellyprint, Damen Stiefel","5.47","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","heizkissen","99.28","B0091Q0F2C","Bosch PFP1037 Weiches Wohlfühl-Heizkissen RelaxxTherm L, 100 Watt, Schnellaufheizung","20.42","5.73","B001NJJH38","Sanitas SHK 18 Heizkissen","17.34","3.16","B003CL93AW","Beurer HK 25 Heizkissen","9.19","5.68","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","iphone se","99.28","B01DCHROHO","Apple iPhone SE Smartphone (4 Zoll (10,2 cm) Touch-Display, 16 GB Speicher, IOS) spacegrau","63.97","20.29","B01DF2021G","Apple iPhone SE Smartphone (4 Zoll (10,2 cm) Touch-Display, 64 GB Speicher, IOS) grau","5.23","3.38","B00PHV9TOK","mumbi TPU Silikon Schutzhülle iPhone SE 5S 5 Hülle in schwarz","3.09","0.53","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","navigationsgeräte testsieger 2016","99.28","B00VVQ5L5G","Garmin nüvi 57LMT Navigationsgerät (lebenslange Kartenupdates, Premium Verkehrsfunklizenz, 12,7cm (5 Zoll) Touchscreen)","37.86","23.91","B00BEBPV30","TomTom Start 25 M Europe Traffic, Navigationsgerät (Free Lifetime Maps, 13cm (5 Zoll) Display, TMC, Fahrspurassistent, Parkassistent, IQ Routes, Europa 45) schwarz","21.87","17.97","B00VVQ5H5U","Garmin nüvi 67LMT Navigationsgerät (lebenslange Kartenupdates, Premium Verkehrsfunklizenz, 15,2cm (6 Zoll) Touchscreen)","4.83","10.93","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","nintendo wii","99.28","B000UVI1G4","Nintendo Wii - Konsole weiß inkl. Wii Sports","26.95","0","B005TJBLSC","Nintendo Wii ""Mario Kart Pack"" - Konsole inkl. Mario Kart, Wii Wheel, Remote Plus Controller, schwarz","15.85","0","B005OK7NWO","Nintendo Wii ""Family Edition"" - Konsole inkl. Wii Sports + Wii Party, weiß","9.11","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","pc lenkrad","99.28","B005K1SI8A","Thrustmaster Ferrari 458 Italia Lenker - [Xbox 360, PC]","11.42","21.76","B000LY293Q","Hama PC-Racing-Wheel ""Thunder V18"", mit Gas und Bremspedal, mit USB-Anschluss","10.92","8.39","B00YUIM2J0","Logitech G29 Racing Lenkrad Driving Force für PS4, PS3 und PC","10.2","0.39","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","roccat tastatur","99.28","B005GTCF6M","Roccat Isku Illuminated Gaming Tastatur (DE-Layout, blaue Tastenbeleuchtung, 36 Makrotasten inkl. 3 Thumbster-Tasten) schwarz","21.77","17.89","B018486XVO","Roccat Ryos MK FX RGB Mechanische Gaming Tastatur (DE-Layout, Per-key, RGB Multicolor Tastenbeleuchtung, MX Key Switch RGB braun)","16.48","18.45","B00AAXKV7O","Roccat Isku FX Multicolor Gaming Tastatur (DE-Layout, Multicolor Tastenbeleuchtung, 36 Makrotasten inkl. 3 Thumbster-Tasten) schwarz","14.85","5.22","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","tado","99.28","B01M0GTY4M","tado Smartes Heizkörper-Thermostat Starter Kit für Wohnungen mit Heizkörper-Thermostaten V3 - intelligente Heizungssteuerung per Smartphone","59.42","12.22","B00REMJBXY","tado Smartes Thermostat Starter Kit V2 - intelligente Heizungssteuerung per Smartphone","14.4","17.7","B0182JP94W","Nest Learning Thermostat Dritte Generation","3.5","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","adventskalender für kinder","99.27","B019YZ6K28","Kosmos Zauberei 698782 - Magic Adventskalender 2016","3.76","1.94","B01CZMWKCG","Craze 53998 - Adventskalender Dreamworks Trolls, sortiert, bunt","3.33","1.88","B01HM4H6W6","kinder Überraschung Hot Wheels Adventskalender - Jungen, 1er Pack (1 x 480 g)","3.28","2.15","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","adventskalender lego 2016","99.27","B01CCT38PK","LEGO City 60133 - LEGO City Adventskalender","30.5","26.51","B01CCT393G","LEGO Star Wars 75146 - Adventskalender","15.05","3.46","B01CCT38X2","LEGO Friends 41131 - LEGO Friends Adventskalender 2016","9.22","1.85","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","charlotte link","99.27","3764504412","Die Entscheidung: Kriminalroman","44.18","9.93","3734100852","Die Betrogene: Kriminalroman","10.24","7.46","3442377323","Schattenspiel: Kriminalroman","7.13","8.66","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","codenames","99.27","B017WFKS16","Heidelberger Spieleverlag CZ066 - Codenames","91.01","51.01","B019YZ6MDU","KOSMOS Spiele 692384 - Imhotep","1.83","0.56","B019YZ6N3Y","KOSMOS Spiele 740382 - Kartenspiel Halt mal kurz","1.25","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","helene fischer weihnachten","99.27","B0167P9XCM","Weihnachten (2CD, mit dem Royal Philharmonic Orchestra)","68.16","17.21","B01M99I2Y9","Weihnachten (Neue Deluxe-Version mit 8 weiteren Songs)","16.49","1.32","B0167P9X22","Helene Fischer - Weihnachten - Live aus der Hofburg Wien (DVD, mit dem Royal Philharmonic Orchestra)","9.19","18.19","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","jbl charge 3","99.27","B01FQVHGSG","Harman/Kardon JBL Charge 3 Stereo 20W Röhre Schwarz - Tragbare Lautsprecher (Stereo, Kabellos, Batterie/Akku, 65 - 20000 Hz, Bluetooth, Tablet / Smartphone)","40.87","19.78","B01G7IU634","JBL Charge 3 Stereo 20W Röhre Grau - Tragbare Lautsprecher (Stereo, Kabellos, Batterie/Akku, 65 - 20000 Hz, Bluetooth, Tablet / Smartphone)","15.42","23.34","B00XPUSAJ0","JBL Charge 2+ Tragbarer Spritzwasserfester Wireless Bluetooth Stereo-Lautsprecher mit Aufladbarer Batterie, Integrierter Freisprecheinrichtung, 3,5 Stereoeingang und Social-Modus Funktion - Extrem kraftvoller Sound und Bass - Kompatibel mit Apple iOS und Android Geräten - Schwarz","11.85","2.73","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kalender 2017 familienplaner","99.27","3731817403","Familienplaner Farbenspiel 2017: Familientimer mit Ferienterminen und Vorschau bis März 2018","8.25","3.63","3731817314","XL Familienplaner 2017: Familientimer mit Ferienterminen und Vorschau bis März 2018","7.47","2.55","3866793227","FamilienPlaner 2017 Wand-Kalender, Chäff-Timer, 5 Spalten, 22,5 x 42cm, 12 Monate Jan - Dez 2017","4.4","1.13","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","multimeter","99.27","B000VE5QPY","Hama Digital Multimeter (Spannungsmesser, Stromprüfer, Widerstand) Strommessgerät schwarz/gelb","52.28","6.97","B000EX0AE4","Extech Mini-Multimeter mit 12 Funktionen und Berührungsloser Spannungsprüfer, 1 Stück, EX330","4.96","13.48","B008HFA6RW","","4.79","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","penisring","99.27","B019I3O8DO","Durex Pleasure Ring, 1 Stück","18.71","1.06","B00D1DT95A","Big Dingeling Donut, 3er Penisring und Cockring Set, verschiedene Farben","9.35","5.55","B0030ZCB0E","Durex Play Vibrations Penisvibratorring (1 x 1 Stück)","5.56","0.92","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","philips one blade","99.27","B01B1NVCEC","Philips OneBlade QP2530/30, Trimmen, Stylen, Rasieren / 4 Trimmeraufsätze, 1 Ersatzklinge","64.97","25.58","B01AXMKH2A","Philips OneBlade Pro QP6520/30, Trimmen, Stylen, Rasieren / Präzisionskamm für 14 Längen","17.42","10.12","B01AXMKPG8","Philips OneBlade Pro QP6510/30, Trimmen, Stylen, Rasieren / Präzisionskamm für 12 Längen","7.84","1.95","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","tacker","99.27","B0013JKYYO","Leitz NeXXt 55010095 kleines Büroheftgerät 25 Blatt schwarz","33.04","14.53","B0014GRSBI","Bosch Handtacker HT 14","13.51","6.42","B0007OEETM","Leitz 55020095 Nexxt Büroheftgerät (Metall, 30 Blatt) schwarz","9.63","8.98","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","thermomix vorwerk tm5","99.27","B01EP2NA4Q","","60.65","0","B01LXLYAFC","","30.05","0","B00OAXFNQ4","Krups Prep & Cook HP5031 Multifunktions-Küchenmaschine (1.550 Watt, bis zu 12.000 U/min, inklusive hochwertigem Zubehör)","3.12","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","arlo","99.26","B00TDNYNP8","NETGEAR Arlo VMS3230-100EUS Smart Home 2 HD-Überwachung Kamera-Sicherheitssystem (100% kabellos, Indoor/Outdoor, Bewegungssensor, Nachtsicht) weiß","26.83","4.29","B00TDNYNN0","NETGEAR Arlo VMS3330-100EUS Smart Home 3 HD-Überwachung Kamera-Sicherheitssystem (100% kabellos, Indoor/Outdoor, Bewegungssensor, Nachtsicht) weiß","18.02","4.49","B00TDNYNXA","NETGEAR Arlo VMC3030-100EUS Smart Home Zusatz-HD-Security-Überwachung Kamera (100% kabellos, Indoor/Outdoor, Bewegungssensor, Nachtsicht) weiß","12.77","9.9","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","attack on titan","99.26","B01J9JKF3O","Attack on Titan - Vol.1 + Sammelschuber [Limited Edition] [Blu-ray]","43.17","15.87","B01J9JKF3Y","Attack on Titan - Vol.2 [Blu-ray]","21.19","8.68","B01LPLXBLW","Attack on Titan - Film 1 - Steelbook [Blu-ray] [Limited Edition]","6.38","10.16","","","","","","","","","","","","","","","","","","","","","",""
